내용,판단 결과,추천수
가석방없는 무기징역도 모자랄판에 또 가해자인권을 존중해주는 판사님덕분에 사회가 한층 더 밝아지네요 고맙네요 ㅅㅂ판사님,0,0
법적으로는 20년까지가 한계인거 같은데 출소한 이후 어떻게 할 것인가가 중요하죠 단지 보복성 때문에 무기징역은 현실적으로 안되고 나오게 됐을 때 어떻게 격리시켜 놓을지를 논해야됩니다,0,0
20년? 장난하냐? 40년은 선고해야지 판검사 가족도 똑같이 당하길 기도합니다.,0,165
판사님 가족분들 꼭 똑같은 일 당해주세요,1,1
판결 내린 판사도 이제부터 얼굴 공개 합시다.,1,207
판사에 무책임으로 인해 저 피해자분은 평생 맘 편히 살수없게 된거네,0,0
판사님은 범죄자 편이쉬죠 범제가 업으면 밥못먹을가바 게속나와서 범행할수 잇ㅇ도록 도와주시는 거죠 판사님 죤경함니다,1,0
판사들도 뒤돌려차기 당해봐야 정신차리지,0,0
판사의감형이유를 설명하라ㅡㅡ 피해자를 두번 상처주는 사법부는 왜있는거냐 국민이 두려움에떨고 살아야하는게 정녕 21세기의 대한민국입니까 너무무책임한 사법부는 해명하고 판사들에대한 엄벌을 촉구한다,0,45
김명수의 사법부 대단하십니다. 중국였으면 사형이고 미국였으면 최소 징역 250년 짜린데 20년이라뇨....이 나라에 제대로된 판사가 있는지 의심스럽고 이쯤되면 이제 재판받으러 오지말란 뜻인거 같습니다. 경찰이고 나발이고 자기몸은 스스로 지킵시다.,0,0
18범도 인간이라고 말을 들어줘? 감형도 해줘? 반성문을 쓰게해줘? 진짜 법계 망했구나,0,0
그러게요 죄 한번 짓지 않고 아무 잘못없는 사람이 왜 이렇게 몸과 마음의 상처를.입고 평생 고통스럽게 살아야.하는 걸까요 어린 나이부터 셀 수 없는 죄를 저지른 찌질하고 영악한 놈은 큰 소리치며 약한 여성들에게 보복을 예고하면서 잘먹고 잘자는 현실이 황당하네요 피해자 말대로 그냥 죽었어야 제대로 된 무기징역받을수 있나요? 저 여성분은 지금 죽은것보다 더 큰 고통 속에 사는데 어찌 형량이.이리 가벼운건지 너무너무너무 안타깝습니다,0,96
판사가 공범이라는 의심을 아니할수가 없다,0,0
저놈 감방서 살아서 못나옵니다. 판사들이 지 가족들이 당해봐야 제대로된 판결을하지. 그놈 판사나 법이 아닌 다른 정의가 참교육해줄겁니다. 판결내린 판사.. 가족들이 똑같이 당하길 기원합니다.,0,36
판사님 훌륭하십니다 꼭 당신가족들이 더 강하게 가족 하나하나 싹 다 당하고 장애인까지 다 되고서 22년정도 판결 해주시길 기도합니다,0,0
피해자가 아무 일도 없길 바라지만 만약 20년 후에 범인이 출소해서 피해자에게 보복하면 당시 판결을 내렸던 무책임한 판사들이 처벌을 받아야 할 것이다!!!,0,0
헐.. 고작 20년.. 50세에 나와서 보복할게 뻔한데 판사는 어떻게 저런 그지같은 형량을 내릴수가 있지?? 자기 딸이여도 20년을 줬을까? 물론 자기 딸이 아니니까 20년을 줬겠지만. 어느나라는 만년을 주던데.. 그나라도 사형제도 없기때문에 그렇게라도 죄질이 무겁다는 상징적인 의미라고 하더라. 사람은 어차피 만년을 살수없으니 만년이란 형량만큼 가해자가 지은 죄가 무겁다는 의미라고. 도대체 대한민국 일부 저런 판사들은 뭘 공부해서 판사가 되는걸까? 잘 모르면 가해자한테 제대로 형량때리는 나라에 가서 견학이라도 하고 왔으면 좋겠다.,0,0
"저 20년이라는 수치가 절대적으로는 무척 가벼우면서도 상대적으로는 무겁다는게 정말 씁쓸함 1년이 넘는 시간동안 피해자의 호소, 시민들의 탄원서 모든게 동원되어 일궈낸 형량이 고작 20년..ㅋ 조명받지못하는 범죄사건들의 형량이 얼마나 보잘것없는지는 가해자의 18범 기록이 증명하고있는데 꼭 큰 사건이 터지고 이슈가 될때까지 방관하다가 형량 올리는거보면 역겨워서 못참겠음",0,0
우리나라 판사들이 문제다!! 전과 18범을 20년 피해자 인권은 안 중요하냐!! 제발 판사들아 피해자를 보호해달라구!!당신들 가족이 피해자였으면 과연 이런 판결을 내렸을까?? 진짜 너무 너무 너무 화가난다,0,44
형량을 높히면 자신들이 사법거래를 할 수 없기 때문에 이렇게 의도적으로 형량을 낮추는거다...,0,0
판사놈 마누라 딸이 이번건과 같은 일 꼭 겪기바랍니다.,0,0
판사님 가족분이 저런 일을 당했어도 저렇게 출소해서 보복할 기회를 줬을지 궁금하네요,0,0
만약 이렇게 해서 반성의 기미도 안보이고 보복선언한 범죄자가 출소후 보복해서 피해가 발생한다면 저 형량을 선고한 판사에게 죄값을 부여할수있을까요? 그리고 힘없는 일반인이 아니라 고위급관리자제들에게도 똑같은 일이발생한다면 과연 같은 형량을 부여할지 궁금합니다,0,0
판사 가족에게도 똑같은 일이 일어나길,0,14
최환 부장판사님 감사합니다. 오늘도 한국판사가 한국판사 하셨네요. 대대손손 훌륭하신 판사님 최환 판사님. 오래사세요. 그래야 이런세상 만끽하죠.,1,0
저런 악마같은 쓰레기들은 그냥 무기징역 살게하는게 맞지않나요? 대놓고 보복하겠다는 싸이코인데..,0,0
아니 진짜 우리나라 법도 그지 같고 판사 는 더 그지 같네 우리나라 법은 범죄자들 인권 지켜주느라 모자이크 너무 친절하게 해주고징역기간도줄여주고 피해자는 불안해서 어케살아?왜 죄저지른 사람이 더 힘들게 살아야함? 법좀 다시 만들어야 할듯 대체 누구를위한 법이냐,0,0
판사들 진짜 무슨근거로 저딴형량을 내린거지????? 대놓고 보복한다 그러고 반성도 안하는데 15년을 감형해버리네 피해자분 힘내세요..,1,6
그냥 어떻해서든 판결내린 판사나 판사가족 옆집 가서 살아라. 그래서 출소하고 살인나면 사건을 예견하면서도 괘심죄 적용해서 무기형 내리지 않은 판사 재조명 될거다. 그게 이 나라에서 힘없는 서민이 잘나신 법관들에게 말할수 있는 유일한 방법이다.,1,0
판사 딸래미가 당해봐야 정신차리겠지,0,2
특수사건에 대하여 국민요구시 해당 판사 신상공개제도 도입해야 합니다 신상공개를 당해봐야 저런 어이없는 판결을 안내리지,0,316
어쩔수 없는 상황이라면 정의라 말하면서 직권남용을 이런데 작동하세요 판사님들.,0,0
판사 사법부는 범죄자집단이여서 가해자편을 든겁니다. 본인들의 결정이 옳다고 생각하고 국민의 무서움을 너무 모릅니다. 예나 지금이나 국민을 무시하는건 여전하고 대단하시네요~,0,0
이정도면 판사도 그렇고 법만드는 사람도 전과범인게 틀림없다!,0,0
진짜 왜저라노 법이? 아니왜그래요진짜? 자식이 당해도 저래 판결할껀가?,0,0
아 분노가차오른다. 화가난다 증말.판세이들 그날기분따라 판결 하는것 이제 못봐주겠다 먼가 썩을때로 고여버리고 다듬어내질 못하네 사법부 싹다 없애버리고 국민재판으로 바꿔버렷으면한다 하다못해 돌멩이로 길거리 재판으로 했으면한다,0,73
시대가 바뀐 만큼 양형기준 높여야 합니다. 몸사리는 것이 일반화가 되어서 판사들이 사화정의에 대한 의식이 없는 것 같습니다. 총기소유 자유인 나라에서 살해 협박을 받으면서도 높은 양형을 판결하는 미국 판사들의 정의감을 배워야 합니다.,0,2
판사님의 신상공개 및 돌려차기 가 시급합니다,1,0
"여러분, 판사(사법부)가 아니라 국회의원(입법부)가 문제인겁니다~~!!!!! 입법부가 법을 바꿔주지 않는 이상 판사는 메뉴얼대로 할 수 밖에 없지 않겠습니까. 화살을 입법부로 향하는게 빠릅니다 여러분",1,1
정당방위도 안되는 나라에서 자기 몸 어떻게 지키냐.. 판사가 피해자 한테 사형 선고를 내렸네. 판사가 살인자인데?,0,1
판사들도 본인(판사)이 재판한 범인이 출소 후 본인(판사)들한테 보복을 할까봐 형을 적게 내린다고 합니다 끝.,0,1
"전과 18범이 사람 죽으라고 팻으면, 사형은 국익때문에 못하더라도 감옥에서 평생 살게 해야되는거 아닌가 감옥에서 자살이든 탈옥으로든 위장시켜서라도 죽여서 후환을 없애야지 뭐하나 진짜 피해자 신상 줄줄이 외고있는 사람을 안 찾아 간다는 보장은 어딧나요 20년 판결하신 분도 자식들 와이프 혹은 본인이 꼭 똑같이 당하시기 바랍니다. 그때도 20년 때리고 빤스런 치는지 두고 보겠습니다.",0,0
전과 18범을 20년살게 하고 또 풀어줘서 재범하게 만든다고? 저 피해자분께 훗날 신변에 문제가 생긴다면 저딴 판결 내린 판새들도 범인새끼랑 같이 사형선고 먹여버리는 법을 만들어라 그래야 판새들이 판결을 강하게 때리려나,0,0
사법부... 일반국민들이 믿고 기댈 수 있는 곳이 못 된다. 재판은 감정대로 하는 건 아니지만 그래도 범죄자의 인권을 너무 심하게 존중해주는...반대로 피해자의 고통에는 너무 무감각한... 이런 판결은 아니지 않나... 문제는 이런 식의 판결을 뉴스를 통해 너무 자주 접한다는 사실이다.,1,0
국회의원 높으신분들 범죄 저질러도 형량 낮게 주려면 다른 범죄자들도 형량 낮게 줘야하기때문에 절대 바뀔수없음,0,0
"어쩌겠어,,,안타깝지만 겸언히 받아들일수밖에...출소해서 판사 딸래미들을 어찌해봐라...판사들이 어케나오는지 보자...",1,0
인생자체가 깜방에서 보낸세월이 더 많은놈인데 계속해서 사회로 내보내는 판사님들께 존경을 표합니다,0,0
판사들의 소견은 피해자가 죽고 사는 건 안중에도 없지요.그저 피의자가 선임한 변호사와의 관계가 더 중요 할 뿐 피해자가 죽고 사는 건 중요 하게 생각하질 않아요.이젠 방법은 단 한가짐 먼저 그를 제압 하는 수 밖에 모든 책임은 판사가 져야죠 그리 큰 돈 들이지 안아도 중국인등 외국인 쓰면 깔끔히 일 처리 해 줄겁니다.넘 꺽정 하지 말아요 솟아날 구멍은 얼마든지 있어요.,0,0
판사들은 지들 직업 명줄 줄이는게 보인다 AI가 얼른 도입 되어 제대로 된 판결을 내려주길,0,0
20년뒤에 날 죽이러 온다고 생각하면 어떻게 살아갈까요 진짜 하루하루 무섭고 일상생활이 불가능 할 것 같은데 멀리 해외가서 신상까지 바꾸고 숨어지내야 하나 근데 죄 없는 사람이 부모형제친구도 다 있고 모국인 한국을 떠날수도 없잖숨 그 이민비용은 누가 다 댈거며 거기가도 맘이 편치 않을텐데 제발 그냥 무기징역했으면,0,0
범죄가 많이 일어나야 판사의 위상이 높아지고 밥줄이 튼튼해지죠. 그죠 판사님들?,1,0
"음주사고, 묻지마 등 판결보면 사법부 문제있다. 학벌좋아봐야 저정도수준 수능1번친걸로 뭘 제대로 하겠음",0,1
판사님 가족이 당했어도 그따위 판결 내릴껀가요? 너무 약해요 분통터집니다 ㅡㅡ 범죄자한테 참 관대한 대한민국 좀 제발 강력범죄 일으킨 놈들은 바로 신상공개하고 취재진들 앞에서 얼굴 가릴수도 없게해야 합니다 범죄자들이 인권이 어딨나요 인간이 아닌데,0,18
요즘 판사가 정의롭지 못해 편향된 판결이 많은것 같음 즉 상식 적이지 못한 판결도 많아요,0,0
"우리나라 판결, 뭐 이따위냐 이렇게 공식적으로 보복한다고 하는데 말이 되냐 이게 일어날 수 있는 일임??",0,0
무기라도 받아야될텐데 하지만 현실적으로 판사님들이 선례들로 형량은 정한다고 들어가지고 저사람은 형량이 얼마나 나올지 궁금하네요,0,1
우리나라는 가해자 천국 판사들을 모든 재판을 국민재판으로 전환해야 선량한 사람만 피해보는나라,0,0
위대하신 판사님이세요 역시 ㅎ,1,0
전과 18범을 또 내보내겠다는 말인데 이게 법인가 피해자는 출소 20년도 순식간에 지나갈텐데 대놓고 보복예언하는 사람을 가중처벌하지 않은 이유가 뭔지 판사의 재량? 나라의 정해진 법? 그 ㅈ같은 법은 누가 만든거냐 언제까지 피해자가 고통받는 사회분위기를 계속 만들어 갈텐가,0,0
"대한민국 범죄와 치안의 궁극적 문제점은 판사들의 변태적 범죄자옹호성향에 대한 집착성에 있다. 그들에게 오롯이 나의, 국민의 안전과 치안을 맡기는 게 말이 되나.",0,1
한국 시답찮은 판결을 보면 한국 판사중에도 징역을 살만큼 정신수준에 문제가 많은 판사 많은 거 같다,0,1
판사 입장에서는 출소해서 살인할수 있는 기회를 한번 더 주는게 정의라고 생각합니다,0,0
법대로 판결한거라면 법을 바꿔야한다 이건 한참 잘못된듯,0,0
