내용,판단 결과,추천수
조현수는 늙어서 나오네 같이 무기징역 이 정답인데요. 판사님 멋지십니다 절대로 그 여자분은 못나오게 면회도 없게 해주시길,1,1
우리나라도 가석방없는 무기징역 가능했으면….,0,1
사형 안 한게 다행인줄알어 두 쓰레기 인간들 30 년 무기징역 속이 시원하다. 죽을때 까지 거기서 사죄하고 속죄하고 살아라.,0,0
둘다 무기징역 줘야 합니다 똑 같은놈들입니다,0,0
무기징역감인데 30년은 무슨 평생 못나고게 해야됨,0,1
판사 이제 제데로 한번 일 한것 같다~,0,2
무기징역수는 20년 모범수면 세상에 나올수있습니다. 차리 30년이 나을지도 몰라요~ 2심 대법원가면 보통 형이 깎여서 최종 10년 20년형 정도 되겠네요~ 법은 죽었어요~ 사형수 아니면 세상에 나올수있어요,1,1
조현수도 무기징역때려야 정의구현법인데 아쉽다,0,1
둘다 공범 인데 같은 사형이나 감형 없는 무기 징역 해라.,0,0
사람을 죽였는데.. 무기징역이라고? 10년정도 살다가 모범수로 나오면? 이런 세상에 .. 만약에 살다가 위험하면 먼저 죽이는게 유리하겠단 얘기인가..,0,1
이은해가 2심가서 감형 되는거 아니냐 걱정하는 애들이 있던데 아마 힘들거임. 이은해 조현수가 유죄인정 된 상황에서 그 동안 재판부 조롱 엄청 해대서 (특히 담당검사에게 찐따같다고 조롱함) 대법최종 판결까지 무기징역 원심 그대로 유지할 확률이 높음ㅋㅋ,0,2
사실 촉법소년법 논란 빼면 중형 범죄자들한테 무기징역 꾸준히 때리고 있음 아주 잘하고 계시네요.,0,1
"사형하고 무기징역이 맞지않니, 검찰아....",0,0
무기징역 보다 사형선고 정당하다 대한 민국 쓰레기 법부터 뜯어 고처야한다,0,0
잘됐네 무기징역좋아 진행해!,1,5
조현수가 뒤에서 다 시켰을텐데 ᆢ 둘다 다 무기징역을 시켰어야지 ~ 죽은사람도 멍청해서 죽은거지 돈을 자꾸 요구하는데 자꾸줘서 자기가 죽임당한거다 첨부터 안줬음 죽임당할 일도 없는건데 ~,0,0
손도 안대고 스스로 뛰다 죽었는데 무기징역은 너무 과하지않나? 7년 5년정도가 적당한듯,0,1
검찰이 이은해를 단체로 가스라이딩 해버렸다? 검찰이 사람들을 속여서 가스라이딩 했다고 자랑이네? 어.. 이걸 판사가 그냥 넘어가네?,0,2
잘된다 요것들아~근데 무기징역이면 나오는거 아니냐~저것들 나오면 안되는데~,1,0
뒷배가 없으니 저런 형량이 나오네요.,0,0
검사는 무기 30년 했는데 법원이 국민들이 원하는만큼 안줄것같다.. 대충 10-15년나올것같은느낌임...,0,0
특혜로.모범수로.무슨무슨이유로 감형되는일은없어야한다.,0,0
대한민국법은 개허접해...한국 판사처럼...,0,0
징역30 이나 무기나 똑같은 결과네요. 무기도 모범수형 하면 30년 후 가석방 되잖아요? 저자들 손으로 밀지 않아서 부작위에 의한 살인? 차라리 유기50년이 더 엄벌이죠.,0,0
수영도 못하는 사람이 왜 그 깊은 게곡엘 뛰어 내렸을까~~?? 그는 바보였나~~?? 미끄러져 빠졌는데 여자가 죽도록 내버렸을까~~??보험금 타먹으려고...그 주위엔 아무도 없었나~~!! 증거를 뒷바침 해줄만한 witness도 없는 상황에서 검사의 추리만으로 독단적으로 사건을 결정짓는 것은 다소 무리가 있어보인다. 검사의 추론이 사실이라면 마땅히 그 죄값을 치러야 겠지만 범죄엔 항상 빼도박도못할 명백한 증거수집이 있어야 한다고 본다.,0,2
무징역도 약하구만 저런것들은 사형 시켜야하는데,0,1
가석방 없는 무기징역!!!!!!!!,0,0
나샷~~~~무기징역 항소하든 뭐든 절대 무기징역가즈아!!!!,0,0
비리 검사들의 무리한 선고군.,0,0
항소하겠다고?? 돈 많은가보네...내 생각에는 돈없어서 못할거 같은데?? 검사가 항소 안한것을 다행이라고 생각해라..,0,0
"저게 30년,무기징역 받을 죄냐??? 우리나라 법치국가 맞은겨??? 판례가 있으면 그것에 맞추어 혁량을 주어야 됩니다. TV에 얼굴이 공개 되는것 부터 문제 입니다.대한민국은 법치국가입니다. 모두에게 똑 같아야 합니다. 이건 아닙니다. 가족은 뭔 죄입니까. 고조선시대 8조법으로 다 같이 가든가...",0,0
일반인들은 형량을 팍팍주면서 장재원 아들은 왜 1년이야,0,0
휴 무사히 잘끝났네 무기징역 축하드립니다,1,0
저 동물 2마리는 무기징역도 과분하다. 이세상에서 없어져야 된다.,0,0
가석방없는 무기징역이랑 30년 징역형은 안되나? 미국이었으면 징역1000년짜리 였을텐데,1,0
당연히무기징역,1,0
가석방이 없는 무기징역인가? 저 이은해 신동엽이 진행한 러브하우스 나온거 봤는데 소오름 ...,0,0
직접살인도 아닌데 무기징역 존나 이해안가네 납득좀,0,0
므기징역약해사형으로바꾸어라,0,1
피해자가가진 돈7억이상 빼먹고 거지만든것도 모잘라 보험살인해서 한번사는인생 목숨빼앗고 절대용서하면 안될 이은해는 무기징역형으로 다스려야한다,0,0
"무슨 16차례의 심의가 필요해, 그냥 단 번에 처형... 판결은 정은이 처럼 하세요....ㅎㅎㅎ",0,0
무기징역 ㅊㅋ,1,0
사형보다 더 무서운건 무기징역 독방 정신이 나가버림 미국은 이런벌 실재함,0,1
둘다 벙행을 부인했고 둘다 잘생기고 미인인 선남 선녀들인데/// 무기징역에 30년 선고하다니.... 남한의 검사 판사들은 이상하네. ㅠㅠㅠ,0,1
오랜만에 속이다 시원한 판결이네요!! 각 지자체마다 현수막걸고 모든국민이 인지하도록 알렸으면 좋겟네요~ 더이상 개수작 부리지 못하도록,0,7
이슈화 됐고 국민이 다 아는 사건이니 무기징역이지 안그랬음 무기 징역 줬을까? 라는 의문이 든다,0,14
이딴 판결 짜증난다 무기징역 없애고 사형해라,0,0
"이걸 간접살인으로 해버리네...결국은 봐준 것....원통하다....무기징역은 결국은 종신형이 아닌데, 뭐 유족이 괜찮다고 하니 더 뭐라 하진 못하겠지만 이번 일뿐만 아니라 앞으로 있을 가스라이팅 범죄를 대비해 경종을 울리는 판결이 되지 않아 개인적으론 많이 아쉽습니다",0,1
사형 가석방 없는 무기징역을 줬어야지,0,2
그래 이렇게 판결이 나와야 맞는거지...!,0,0
무기징역인데 남편 보험금8억 달라고 하는 이은해 클라스.......,0,1
더 때려야지..사형과 무기징역으로,0,0
30년 유지도 다행이다 감형 받는줄 알았다 이번에도,1,1
가석방없는 종신형 도입해라 무기징역은 개뿔 허울좋은 솜방망이징역이다 가석방되서 쳐나와서 또다른 피해자 생기겠지 이참에 대한민국 꽃뱀들 싹다 잡아쳐넣자,0,0
항소한 변호사도 같이 무기징역 주자,1,0
둘다 무기징역 해야지 30년 살다 나오면 조두순처럼 세금으로 돈줄건데 가둬놓고 만두만 먹여라.,0,0
무기징역 전에 함대줘,1,3
가석방없는 무기징역 현명한 판결해주세요,1,34
검찰이 무기징역을 구형했다고하더라도 판사가 무기징역을 선고하는게 아닙니다. 대부분 30~40년 나옵니다 매우 안타깝지만 현실적으로 말씀드렸습니다,1,6
나이스....판사 이번엔 일 제대로햇네,0,5
무기징역은 그냥 감빵에서 사는 거 잖아 혈세로 밥먹여가며...잘하면 나갈수도 있는 희망도 있고...사형이라도 때려라. 형집행은 없지만 적어도 사형 구형해라 진짜..희망없는 나날이라도 살게..,0,17
최소 가석방 없는 무기징역 나와야 할텐데,0,13
우와 사람을 죽여도 겨우 무기징역이구나... 재판부에서는 과연.... 집유 선고하지 않겠지?,0,19
무기징역 구형이니 뻘짓 안하고 반성하면 징역형 정도나 받을텐데 그냥 계속 부정하다 괘씸죄로 무기징역 받길 바래봅니다,0,3
사형을 시켜야지 먼 무기징역!,0,3
사형 구형해야지 무기징역이 뭐냐,0,4
검찰이 구형해봤자 판사가 조지면 답없지뭐...,1,0
최소징역20선고되길,1,3
사형 판결하고... 윤씨는 결제해라!!!,0,1
무기징역이 더 ㅈ같을거같은데 사형보다,0,0
10월26일판결 기다립니다,1,0
하루하루가 지옥같은소리 하고있네 네가 죽인 그사람은 너보다 더긴시간 하루하루가 지옥이었을 것이다 사형이 답인데 무기징역이라니,0,0
무기징역인데.무슨 전자팔지고 .모범수로 내보네주게 ㅋ,0,0
판사님 피해자만 유가족만 생각해주세요 피해자도 유가족도 국민입니다 만약 재판부가 이은혜와 조현수에 인권을 생각한다면 이는 피해자와 유가족에 대한 2번에 살인 입니다 그들은 그져 나라법 지키면서 그져 그렇게 평범하게 살다가 피해를 당한겁니다대다수에 선량한 시민을 사법부에서 외면하지 말아주세요 외면한다면 이역시 공정성에 위배되는 내용입니다,0,21
교도소에서 먹여주고재워주고 그럴필요가 없다 판사님들 그냥 혈세 로 교도소에 있게하지말고 그냥 없애요 사형이답입니다 판결나는적시 1개월내 보내세요! 교도소에 사형수로 두지말고,0,11
판사님 고인과 유가족의 고통을조금이라마 아시다면 사형에서 무기징역을꼭 내려주세영 제발영,1,12
판사 본인이 갑자기 살해되서 죽었는데 그 살인자가 18~20년 구형 길어야 무기징역 받으면 무슨 기분일까?,0,11
단체로 공모인데 본보기로 강력한 처벌 해야합니다 사이코패스 검사도 높고요,0,6
이은혜 조현수 저 쓰레기들 최고의 형으로 줘야 합니다 판사님들 가족이 당했다 입장바꿔 판결 내리시길요,1,2
사형주고~~영원한 무기징역이 답이다 사회에 나오면 또 똑같은짓 한다 영원히 못나오도록 해주세요 피해자에 대한 마음도 생각해 주세요 제발 부탁드려요,0,0
판사처럼 평생 저런 사건들만 보면 별 감정도 없고 판단도 흐려질거같음. 음 별거 아니네 이번거 이런식. 진짜 주의해야 한다 사람인지라,0,0
검사도 사형 판사도 사형 땅땅땅,0,5
사형이나 무기징역이나 뭐,0,5
징역 30년 나올것같다,0,4
반드시 정직한 판사 만나서 사형시켜야된다 개보다 못한ㅇ 자질도업는 판사 검사가 넘처나니 걱정된다 가석방업는 무기징역 나와야된다,0,1
대한민국에 정의가 어딨어 뭐 길어봐야 20년 아님 무기 살인은 사형이 답. 사형집행 없는 사형은 사형이 아니지. 가석방 절대 없는 무기징역!!! 나왔으면 좋겠네,0,0
변호사님 무기징역 하고 사형 왜 차이가 없어. 나중에 가석방되면 어떻게하려고 사형 구형해라 .,0,0
판사님들 무기징역이라고하더니 왠무죄다들어난는데 너무들하시네요변호사가돈을 엄청받았군요,1,0
역시 최단비 변호사님 딱부러지게 말도잘함 무기징역 나올듯....그알에서 무기수는 15년살면 가석방으로 나온다고 인터뷰 한사람이 그러던데.... 승준 세월도 많이 흘렀는데....이젠봐주지 한국와도 연예인 못할듯... 사회봉사2년 하게하는 조건으로 한국오게 하면 안되나 ㅎㅎ,0,0
징역 20년 구형할 듯 우리나라는 가해자에게 너그러워서,0,0
구형 20년이나 무기징역 --->10에서 15년 선고 예상한다,0,0
법으로 사형은 존재하지만 전 대통령 김대중 이후로 사형이 중단된 상태 입니다.. 그냥 무기징역로 처벌해주세요 ...,0,0
아동성폭행범들한테는 집행유예주는 조선 판사들따위가 뭘한다고 ㅋ,0,0
100세시대에 50이면 세상을 또 시작할 수도있다. 앞으로 무기징역은 단 1년도 감형없는 평생징역으로 절대적으로 바뀌어야 한다. 이것들도 절대 다시는 세상에 나오지 않도록 해야한다.,0,36
"존경하는 재판장님 정말 제대로 된 무기징역이 나왔네요, 감사합니다.",1,60
면죄부없는 무기징역이 되길...,0,69
이사건이 무죄되면 판사는 법대로 판결한거고 검사가 입증을 못한거다(입증하기 힘든건 알지만 꼭 입증해서 이런 범죄가 또 일어나지 않도록 본보기가 됐으면 좋겠네요..),0,0
무기징역보단 능지처참을 부활하면 좋겠네.,1,50
무기징역은 25년정도 지나면 출소될수 있다는데 사형을 판결 못할바엔 차라리 형량이 제일 높은 40년형으로 판결나길 바랍니다,0,1
가스라이딩을 판사가 인정하게 된다면.. 치열한 삶의 경쟁은 서서히 길을 잃고.. 부족한 헌법의삭으로 검사생활을 하는 전체주의 나라가 될수 있을 뿐이다.,0,16
저런것도 사람이냐? 무기징역? 그냥 사형이 답이야 왜 국민세금으로 편안한 감옥에서 밥을 먹여줘?,0,3
감형 안되길 간절히 기원합니다.,1,6
무죄 주장?? 무기징역 구형인데 사형선고 내려주길...,1,11
최소한 감형 없는 무기징역에 처해야~,0,8
천하의 나쁜 ㄴ. 얼굴 뒤집어 까고 본전 생각나서 남자들 후리고 다녔냐? 본전은 회수하고 남았디? 존경하는 재판장님! 이세상에 저런 물건 존재치 않도록 사형을 선고해 주시기 바랍니다.,0,7
즉시 사형해라 뭔 무기징역 ㅇㅈㄹ 사형제도 부활이 시급해보인다,0,8
이건 구형이니 선고는 좀 깎이겠죠? 그런데 검찰 구형과 판사 판결 구분 못 하는 이들이 있네요.,0,2
선고공판에서 제발 무기징역!!!!,0,1
옛날 럽하우스 프로그램에 나왔을때 그 선해보이는 모습에 정말 감동이었는데.. 본인 부모님 얼굴에 칠하고.. 뉴스채널에서 무기징역 받은 것을 보니 정말 사람 일 모르네요.. 반성이나 하고있을지 모르겠네요..,1,4
무기징역이 모범수로 나올수도 있으니.. 사형으로 못나오게 해야함,0,0
계획된 살인에 무기징역 구형이라... 죽은사람만 억울한 세상이군.,0,1
고조선 8조법으로 다스리는게 맞다는 생각 조차 든다. 요즘 판사들은 너무 솜방망이 처벌하니...이렇게 되었으니 감형 없는 무기징역 꼭 가길,1,1
범죄자들을 겁나게 보호해 주는 대한민국 그래서 예상 하는데 길어야 20~30년 떨어지면 다행... 검사가 무기징역 때려 봤자 최종 판결은 판사가 하는데 어떤 판사가 어떤 판결을 내릴지???........,0,0
